nik_valid,memiliki_kk,domisili_tetap,data_ganda,masuk_dtks,status_perkawinan,pekerjaan_kepala_keluarga,jumlah_anggota_kk,usia_kepala_keluarga,layak_subsidi
ya,ya,ya,tidak,tidak,menikah,buruh,5,61,1
ya,ya,ya,tidak,ya,menikah,buruh,5,39,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,47,0
ya,ya,ya,tidak,tidak,janda/duda,buruh,8,49,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,43,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,50,1
tidak,ya,ya,tidak,ya,menikah,petani,2,53,0
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,5,50,1
ya,ya,ya,tidak,tidak,menikah,petani,4,40,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,56,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,49,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,3,42,0
ya,ya,ya,tidak,ya,menikah,petani,4,56,1
ya,ya,tidak,tidak,tidak,belum menikah,buruh,2,49,0
ya,ya,ya,tidak,ya,menikah,buruh,4,44,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,25,1
ya,ya,ya,tidak,ya,menikah,petani,5,55,1
ya,ya,ya,tidak,ya,menikah,buruh,3,39,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,43,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,53,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,56,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,52,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,62,0
ya,ya,ya,tidak,ya,menikah,pegawai,3,59,0
ya,ya,ya,tidak,tidak,menikah,petani,7,37,1
tidak,ya,tidak,ya,ya,menikah,petani,5,28,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,62,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,40,1
ya,ya,ya,tidak,ya,menikah,pegawai,1,62,0
ya,ya,ya,ya,tidak,menikah,pegawai,2,41,0
ya,ya,ya,tidak,ya,menikah,petani,3,38,1
tidak,ya,ya,tidak,ya,menikah,tidak bekerja,4,41,1
ya,ya,ya,tidak,ya,menikah,buruh,6,46,1
ya,ya,ya,tidak,ya,menikah,buruh,7,37,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,4,44,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,57,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,1,51,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,3,31,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,49,0
ya,ya,ya,tidak,tidak,belum menikah,petani,3,67,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,4,50,0
tidak,ya,tidak,tidak,tidak,menikah,pegawai,4,63,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,30,0
ya,ya,ya,tidak,ya,menikah,petani,5,55,1
ya,ya,ya,ya,ya,menikah,petani,4,20,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,51,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,65,0
ya,ya,ya,ya,ya,menikah,pegawai,2,64,0
tidak,ya,tidak,tidak,tidak,janda/duda,tidak bekerja,8,58,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,50,1
ya,ya,ya,tidak,ya,menikah,buruh,5,62,1
ya,ya,tidak,ya,tidak,menikah,buruh,4,24,0
tidak,ya,ya,tidak,ya,menikah,buruh,5,32,0
ya,ya,ya,tidak,ya,menikah,buruh,4,31,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,5,64,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,54,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,34,0
ya,ya,tidak,tidak,tidak,menikah,petani,3,56,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,49,0
tidak,ya,ya,tidak,ya,menikah,buruh,4,53,1
ya,ya,ya,tidak,ya,menikah,buruh,4,63,1
ya,ya,ya,tidak,ya,janda/duda,buruh,4,36,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,36,1
ya,ya,tidak,tidak,ya,menikah,petani,7,37,1
ya,ya,ya,tidak,ya,menikah,pegawai,5,38,0
ya,ya,ya,tidak,ya,menikah,petani,8,51,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,46,0
ya,ya,ya,tidak,ya,menikah,petani,8,36,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,29,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,31,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,63,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,64,0
ya,ya,ya,tidak,tidak,belum menikah,petani,5,46,0
ya,ya,ya,ya,ya,menikah,petani,7,51,1
ya,ya,ya,tidak,tidak,menikah,petani,1,55,0
ya,ya,ya,tidak,ya,menikah,buruh,4,31,1
ya,ya,ya,tidak,tidak,menikah,petani,4,48,1
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,4,32,1
ya,ya,ya,tidak,ya,menikah,buruh,4,56,1
ya,ya,ya,tidak,ya,menikah,buruh,3,31,1
ya,ya,tidak,tidak,ya,janda/duda,buruh,6,59,1
ya,ya,tidak,tidak,ya,menikah,pegawai,3,26,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,5,56,0
ya,ya,tidak,tidak,ya,menikah,petani,3,60,1
ya,ya,ya,tidak,ya,menikah,buruh,4,57,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,43,1
ya,ya,ya,ya,ya,janda/duda,buruh,8,57,1
ya,ya,ya,tidak,ya,menikah,petani,8,48,1
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,7,36,1
ya,ya,ya,tidak,ya,janda/duda,petani,5,50,1
tidak,ya,ya,ya,tidak,belum menikah,wiraswasta,3,23,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,46,0
ya,ya,ya,ya,tidak,menikah,buruh,3,32,0
ya,tidak,ya,tidak,ya,menikah,petani,4,56,1
ya,ya,ya,tidak,tidak,belum menikah,petani,5,52,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,57,1
ya,ya,ya,tidak,tidak,menikah,petani,4,60,1
ya,ya,tidak,ya,tidak,menikah,wiraswasta,2,54,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,37,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,62,0
ya,tidak,ya,tidak,tidak,belum menikah,wiraswasta,4,28,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,4,56,0
ya,tidak,ya,tidak,ya,menikah,tidak bekerja,8,26,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,36,0
ya,ya,ya,tidak,ya,janda/duda,petani,6,46,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,32,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,28,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,42,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,3,31,0
ya,ya,ya,tidak,tidak,menikah,petani,2,55,0
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,1,65,0
ya,ya,ya,tidak,ya,janda/duda,petani,8,55,1
ya,tidak,ya,tidak,tidak,belum menikah,wiraswasta,4,63,0
ya,ya,ya,tidak,ya,menikah,petani,3,51,1
tidak,ya,ya,tidak,tidak,belum menikah,buruh,4,57,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,57,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,40,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,37,0
ya,ya,tidak,tidak,tidak,menikah,petani,3,63,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,59,0
tidak,ya,ya,tidak,ya,menikah,petani,8,44,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,3,51,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,50,1
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,5,66,0
ya,ya,ya,tidak,ya,menikah,buruh,7,50,1
ya,ya,tidak,tidak,ya,menikah,buruh,7,44,1
tidak,ya,ya,tidak,ya,menikah,buruh,5,46,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,25,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,31,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,25,0
ya,ya,tidak,tidak,ya,menikah,pegawai,2,60,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,37,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,34,0
ya,ya,tidak,tidak,tidak,belum menikah,buruh,4,21,0
ya,ya,ya,tidak,tidak,menikah,buruh,4,64,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,25,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,1,68,0
ya,tidak,ya,tidak,ya,menikah,pegawai,1,40,0
ya,ya,ya,tidak,ya,menikah,petani,6,35,1
ya,ya,ya,tidak,ya,belum menikah,petani,2,57,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,46,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,31,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,49,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,57,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,56,1
ya,ya,ya,tidak,ya,menikah,buruh,6,52,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,46,0
ya,ya,ya,tidak,tidak,janda/duda,buruh,7,36,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,2,51,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,4,64,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,20,0
ya,ya,tidak,tidak,ya,menikah,petani,7,47,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,27,0
ya,ya,ya,tidak,ya,menikah,buruh,4,61,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,55,0
ya,ya,ya,ya,ya,menikah,buruh,8,31,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,47,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,37,0
ya,ya,tidak,tidak,tidak,menikah,buruh,6,53,1
ya,ya,ya,tidak,ya,menikah,buruh,6,58,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,38,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,1,34,0
ya,ya,ya,tidak,ya,menikah,petani,8,51,1
ya,ya,ya,tidak,ya,menikah,buruh,7,25,1
tidak,ya,tidak,tidak,ya,menikah,pegawai,1,54,0
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,2,38,0
ya,ya,tidak,tidak,ya,menikah,petani,5,60,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,5,61,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,45,1
ya,ya,ya,tidak,tidak,menikah,buruh,8,62,1
ya,ya,ya,tidak,tidak,menikah,petani,8,29,1
ya,ya,tidak,tidak,tidak,janda/duda,buruh,6,46,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,57,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,56,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,60,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,69,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,69,0
ya,ya,ya,tidak,tidak,menikah,buruh,6,32,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,28,0
ya,tidak,ya,tidak,tidak,belum menikah,wiraswasta,5,45,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,41,0
ya,ya,ya,tidak,ya,janda/duda,petani,6,58,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,34,0
ya,ya,ya,tidak,tidak,menikah,buruh,4,53,1
ya,ya,ya,tidak,ya,menikah,petani,8,60,1
ya,ya,ya,ya,ya,menikah,pegawai,4,23,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,59,1
ya,ya,tidak,tidak,ya,menikah,buruh,7,28,1
ya,ya,ya,tidak,ya,menikah,petani,6,32,1
ya,ya,ya,ya,tidak,menikah,petani,8,60,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,30,1
ya,ya,ya,tidak,ya,menikah,petani,6,49,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,25,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,6,33,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,28,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,1,23,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,32,0
ya,ya,ya,tidak,ya,janda/duda,petani,6,34,1
ya,ya,ya,tidak,ya,menikah,petani,8,49,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,59,1
ya,ya,ya,tidak,ya,menikah,buruh,5,40,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,53,1
tidak,ya,ya,tidak,ya,menikah,buruh,8,43,1
ya,ya,ya,tidak,ya,menikah,petani,5,30,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,49,0
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,8,58,1
ya,ya,tidak,tidak,tidak,janda/duda,tidak bekerja,6,35,1
ya,ya,ya,tidak,ya,menikah,buruh,4,27,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,5,35,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,1,20,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,35,0
ya,tidak,ya,tidak,ya,menikah,pegawai,3,46,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,53,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,56,0
ya,ya,ya,tidak,ya,menikah,petani,4,57,1
ya,ya,tidak,tidak,ya,menikah,wiraswasta,2,54,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,34,0
ya,ya,tidak,tidak,tidak,menikah,petani,5,28,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,3,47,0
ya,ya,ya,tidak,ya,menikah,buruh,7,46,1
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,59,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,68,0
ya,ya,ya,tidak,ya,janda/duda,petani,4,26,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,52,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,36,0
tidak,ya,ya,tidak,ya,menikah,tidak bekerja,6,47,1
ya,ya,ya,tidak,ya,menikah,buruh,3,53,1
ya,ya,tidak,tidak,ya,menikah,wiraswasta,3,39,0
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,8,31,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,55,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,62,1
ya,ya,ya,tidak,ya,janda/duda,petani,8,50,1
ya,ya,ya,tidak,ya,janda/duda,petani,5,47,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,3,20,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,34,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,64,1
ya,ya,tidak,tidak,ya,belum menikah,pegawai,5,68,0
ya,ya,ya,tidak,ya,menikah,petani,6,55,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,1,30,0
ya,ya,tidak,ya,tidak,menikah,buruh,1,56,0
ya,ya,ya,tidak,ya,janda/duda,petani,6,54,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,60,0
ya,ya,tidak,tidak,ya,menikah,buruh,6,47,1
tidak,ya,ya,tidak,ya,menikah,petani,8,53,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,46,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,40,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,35,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,32,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,35,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,55,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,28,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,3,37,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,28,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,62,1
ya,ya,ya,tidak,ya,menikah,pegawai,5,43,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,1,60,0
ya,tidak,ya,tidak,ya,belum menikah,wiraswasta,1,62,0
ya,ya,ya,tidak,ya,janda/duda,petani,3,43,1
ya,ya,ya,tidak,ya,menikah,petani,7,63,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,2,59,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,57,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,27,0
ya,ya,tidak,tidak,ya,belum menikah,wiraswasta,1,25,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,53,1
ya,ya,ya,tidak,tidak,menikah,buruh,7,38,1
ya,ya,ya,tidak,ya,menikah,buruh,8,60,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,48,1
ya,ya,ya,tidak,ya,menikah,buruh,6,37,1
ya,ya,ya,ya,ya,menikah,petani,5,37,1
ya,ya,tidak,tidak,ya,menikah,petani,5,37,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,32,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,4,41,0
ya,ya,tidak,ya,tidak,menikah,pegawai,3,65,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,3,50,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,2,39,0
tidak,ya,ya,tidak,ya,belum menikah,wiraswasta,4,38,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,57,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,39,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,29,1
ya,ya,tidak,ya,tidak,menikah,wiraswasta,3,38,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,33,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,50,0
tidak,ya,ya,tidak,ya,menikah,buruh,3,41,1
ya,ya,ya,tidak,tidak,menikah,petani,7,33,1
ya,ya,ya,ya,ya,menikah,petani,1,56,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,3,35,0
ya,ya,ya,tidak,ya,menikah,petani,4,59,1
ya,ya,tidak,ya,ya,menikah,petani,1,58,0
ya,ya,ya,tidak,ya,menikah,petani,8,36,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,53,1
tidak,ya,tidak,tidak,tidak,belum menikah,pegawai,5,35,0
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,56,0
tidak,ya,ya,tidak,tidak,menikah,petani,3,57,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,34,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,25,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,56,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,66,0
ya,ya,ya,tidak,ya,menikah,petani,5,63,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,49,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,49,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,5,57,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,54,0
tidak,ya,ya,tidak,ya,menikah,buruh,4,51,1
ya,ya,ya,tidak,ya,menikah,buruh,2,25,0
ya,ya,ya,tidak,ya,menikah,buruh,7,25,1
ya,ya,ya,tidak,tidak,menikah,buruh,2,34,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,63,0
ya,ya,ya,ya,ya,janda/duda,petani,3,41,1
ya,ya,ya,tidak,ya,menikah,petani,3,43,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,37,0
ya,ya,ya,tidak,ya,menikah,petani,8,60,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,47,0
ya,ya,ya,tidak,ya,menikah,buruh,3,42,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,53,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,39,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,43,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,35,0
ya,ya,ya,tidak,ya,menikah,buruh,5,52,1
ya,ya,ya,tidak,ya,menikah,buruh,3,26,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,6,37,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,51,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,44,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,3,62,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,29,0
ya,ya,ya,tidak,tidak,belum menikah,petani,2,21,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,3,60,0
ya,ya,ya,tidak,ya,menikah,petani,3,29,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,33,1
tidak,ya,tidak,tidak,tidak,belum menikah,petani,2,35,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,33,0
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,3,68,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,64,0
ya,ya,ya,tidak,ya,menikah,buruh,5,38,1
ya,ya,ya,tidak,ya,janda/duda,petani,7,27,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,1,52,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,55,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,56,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,32,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,5,25,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,48,0
ya,ya,ya,tidak,ya,menikah,buruh,4,46,1
ya,ya,ya,tidak,tidak,menikah,petani,7,37,1
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,6,64,1
ya,ya,tidak,tidak,ya,menikah,petani,5,33,1
ya,ya,ya,tidak,ya,menikah,buruh,7,42,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,2,64,0
ya,ya,ya,ya,tidak,menikah,buruh,1,38,0
ya,ya,ya,ya,ya,menikah,buruh,7,39,1
ya,ya,ya,tidak,ya,menikah,buruh,3,40,1
ya,ya,ya,tidak,ya,menikah,buruh,8,25,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,34,0
ya,ya,ya,tidak,ya,menikah,buruh,1,51,0
ya,ya,ya,tidak,tidak,janda/duda,petani,5,48,1
ya,ya,ya,tidak,tidak,menikah,buruh,1,65,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,61,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,24,0
ya,ya,ya,tidak,tidak,menikah,petani,3,45,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,38,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,59,1
ya,ya,ya,ya,tidak,menikah,pegawai,5,28,0
ya,ya,ya,tidak,tidak,janda/duda,buruh,7,50,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,33,0
ya,ya,ya,tidak,ya,menikah,buruh,5,39,1
ya,ya,ya,tidak,ya,belum menikah,petani,5,53,0
ya,ya,tidak,tidak,ya,menikah,buruh,3,38,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,27,0
ya,ya,ya,tidak,ya,janda/duda,buruh,3,34,1
ya,ya,ya,tidak,ya,menikah,buruh,6,26,1
ya,ya,tidak,ya,ya,belum menikah,wiraswasta,2,32,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,60,0
tidak,ya,ya,tidak,ya,janda/duda,buruh,5,53,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,25,0
ya,ya,ya,tidak,ya,menikah,buruh,8,25,1
ya,ya,ya,tidak,ya,menikah,buruh,8,47,1
ya,ya,ya,tidak,ya,menikah,buruh,3,50,1
ya,ya,ya,tidak,ya,menikah,petani,8,51,1
ya,ya,ya,tidak,tidak,menikah,petani,4,49,0
ya,ya,ya,tidak,tidak,menikah,petani,3,63,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,67,0
ya,ya,ya,tidak,ya,menikah,petani,4,43,1
ya,ya,tidak,tidak,tidak,menikah,buruh,5,53,0
ya,ya,ya,tidak,ya,menikah,petani,8,41,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,6,62,1
ya,ya,ya,tidak,ya,menikah,petani,4,41,1
ya,ya,ya,tidak,ya,menikah,petani,6,49,1
ya,ya,ya,tidak,ya,menikah,pegawai,2,40,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,2,26,0
ya,tidak,ya,tidak,ya,janda/duda,buruh,3,64,1
ya,tidak,ya,tidak,tidak,menikah,pegawai,5,65,0
ya,ya,ya,tidak,ya,menikah,pegawai,4,63,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,54,1
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,5,28,1
ya,ya,ya,tidak,ya,menikah,wiraswasta,2,34,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,31,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,2,53,0
ya,ya,tidak,ya,tidak,menikah,pegawai,2,42,0
ya,ya,tidak,tidak,ya,janda/duda,petani,5,37,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,35,1
ya,ya,ya,tidak,tidak,menikah,buruh,5,41,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,5,20,0
ya,tidak,tidak,tidak,tidak,belum menikah,wiraswasta,2,43,0
tidak,ya,ya,tidak,ya,belum menikah,pegawai,3,57,0
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,7,44,1
ya,ya,tidak,tidak,ya,menikah,buruh,5,53,1
ya,ya,ya,tidak,ya,menikah,petani,2,41,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,2,40,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,51,0
ya,ya,tidak,tidak,tidak,menikah,buruh,4,44,0
ya,ya,ya,tidak,ya,menikah,buruh,7,31,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,4,27,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,47,0
ya,ya,ya,ya,tidak,belum menikah,pegawai,5,47,0
ya,ya,ya,tidak,ya,menikah,buruh,7,40,1
ya,ya,ya,tidak,ya,menikah,petani,4,48,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,34,1
ya,ya,ya,tidak,ya,menikah,buruh,6,31,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,27,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,55,1
ya,ya,ya,tidak,tidak,belum menikah,petani,4,60,0
tidak,ya,tidak,tidak,tidak,menikah,pegawai,4,60,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,57,0
ya,ya,ya,tidak,ya,menikah,petani,6,50,1
ya,ya,ya,tidak,ya,menikah,buruh,4,63,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,38,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,32,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,59,0
ya,ya,ya,ya,ya,menikah,buruh,5,44,1
ya,ya,ya,tidak,ya,janda/duda,petani,4,52,1
ya,ya,ya,tidak,ya,menikah,buruh,8,25,1
