umur,status_pekerjaan,status_pernikahan
35,buruh,janda
65,pengangguran,janda
73,wirausaha,janda
76,buruh,belum menikah
78,pekerja informal,janda
55,pekerja informal,duda
39,pekerja informal,janda
41,pengangguran,menikah
64,buruh,belum menikah
29,pegawai tetap,cerai
79,pekerja informal,janda
70,pengangguran,menikah
66,pekerja informal,cerai
26,pekerja informal,belum menikah
39,wirausaha,duda
19,buruh,menikah
22,buruh,belum menikah
33,pegawai tetap,duda
21,pekerja informal,menikah
34,karyawan tetap,duda
44,wirausaha,cerai
18,pekerja informal,cerai
52,pekerja informal,janda
52,pekerja informal,menikah
43,pekerja informal,janda
69,pengangguran,janda
48,karyawan tetap,cerai
38,pns,belum menikah
46,wirausaha,cerai
58,wirausaha,menikah
57,wirausaha,duda
30,wirausaha,duda
69,wirausaha,cerai
67,pekerja informal,belum menikah
51,wirausaha,menikah
39,karyawan tetap,menikah
48,wirausaha,cerai
77,pns,belum menikah
22,wirausaha,belum menikah
58,pns,belum menikah
65,pegawai tetap,cerai
23,buruh,janda
56,pekerja informal,menikah
24,pengangguran,duda
47,buruh,belum menikah
47,karyawan tetap,cerai
30,pegawai tetap,janda
30,pns,cerai
44,pns,belum menikah
57,pns,belum menikah
28,wirausaha,belum menikah
44,pengangguran,cerai
32,pekerja informal,janda
32,karyawan tetap,duda
19,pengangguran,cerai
34,buruh,cerai
54,pengangguran,duda
38,pengangguran,menikah
34,pns,janda
36,pns,duda
51,pengangguran,cerai
37,buruh,janda
27,pengangguran,menikah
47,pengangguran,belum menikah
35,pegawai tetap,duda
31,karyawan tetap,cerai
60,pengangguran,belum menikah
21,pengangguran,belum menikah
78,buruh,menikah
56,wirausaha,belum menikah
48,pegawai tetap,menikah
21,buruh,duda
61,pengangguran,cerai
20,pengangguran,cerai
40,pengangguran,menikah
21,pegawai tetap,menikah
79,pengangguran,belum menikah
74,pekerja informal,belum menikah
56,buruh,menikah
18,pekerja informal,belum menikah
65,pns,belum menikah
46,pns,menikah
66,karyawan tetap,duda
69,buruh,janda
58,pegawai tetap,menikah
22,pns,menikah
55,pekerja informal,janda
74,buruh,belum menikah
18,karyawan tetap,cerai
56,pegawai tetap,belum menikah
44,pegawai tetap,duda
55,pekerja informal,janda
65,pengangguran,menikah
31,pengangguran,duda
30,pengangguran,belum menikah
70,pns,belum menikah
72,pegawai tetap,menikah
52,pekerja informal,janda
24,pns,duda
67,karyawan tetap,menikah
21,pengangguran,menikah
52,buruh,janda
46,buruh,menikah
21,karyawan tetap,duda
72,pekerja informal,duda
24,pekerja informal,menikah
57,karyawan tetap,belum menikah
67,pekerja informal,duda
70,pegawai tetap,belum menikah
20,pengangguran,duda
60,pekerja informal,menikah
48,pns,janda
66,pekerja informal,menikah
21,karyawan tetap,belum menikah
70,pengangguran,belum menikah
34,pns,cerai
67,pekerja informal,janda
75,pengangguran,cerai
50,pekerja informal,belum menikah
69,buruh,menikah
24,karyawan tetap,duda
72,wirausaha,cerai
34,wirausaha,cerai
74,wirausaha,menikah
78,pegawai tetap,cerai
41,buruh,menikah
67,pekerja informal,janda
67,karyawan tetap,janda
62,karyawan tetap,cerai
32,pegawai tetap,menikah
60,wirausaha,cerai
23,pekerja informal,duda
46,wirausaha,janda
20,pegawai tetap,belum menikah
33,pengangguran,duda
33,wirausaha,cerai
31,karyawan tetap,duda
42,pns,cerai
28,buruh,menikah
18,pegawai tetap,menikah
24,pegawai tetap,duda
41,karyawan tetap,cerai
39,pengangguran,duda
67,pekerja informal,cerai
21,pegawai tetap,menikah
21,pekerja informal,duda
78,wirausaha,cerai
79,pengangguran,belum menikah
79,pns,janda
42,wirausaha,janda
41,pegawai tetap,janda
23,buruh,duda
66,pns,duda
32,pengangguran,menikah
48,pns,duda
25,pekerja informal,janda
62,pengangguran,belum menikah
78,pegawai tetap,cerai
25,buruh,janda
65,pekerja informal,cerai
51,pekerja informal,janda
60,buruh,menikah
72,karyawan tetap,belum menikah
43,buruh,cerai
55,karyawan tetap,duda
39,pengangguran,belum menikah
39,pengangguran,cerai
48,wirausaha,belum menikah
34,pegawai tetap,menikah
30,buruh,belum menikah
27,pengangguran,cerai
72,wirausaha,janda
59,pekerja informal,janda
78,pns,cerai
79,pekerja informal,cerai
38,buruh,duda
55,pengangguran,belum menikah
64,pekerja informal,menikah
73,wirausaha,janda
69,buruh,belum menikah
26,pengangguran,belum menikah
38,pengangguran,belum menikah
44,buruh,belum menikah
41,wirausaha,duda
53,buruh,cerai
71,pengangguran,cerai
75,wirausaha,janda
42,pegawai tetap,duda
36,buruh,belum menikah
53,pns,duda
60,pengangguran,belum menikah
55,pegawai tetap,belum menikah
26,karyawan tetap,duda
40,pengangguran,janda
23,buruh,janda
69,buruh,janda
53,buruh,janda
59,pengangguran,menikah
73,pengangguran,janda
40,pengangguran,cerai
61,pegawai tetap,janda
48,pegawai tetap,duda
24,pekerja informal,belum menikah
32,pekerja informal,janda
54,buruh,duda
76,pegawai tetap,duda
63,pns,menikah
62,pekerja informal,menikah
66,karyawan tetap,cerai
50,pegawai tetap,duda
47,buruh,janda
61,pns,belum menikah
57,pegawai tetap,menikah
25,wirausaha,cerai
31,pns,janda
18,karyawan tetap,belum menikah
19,pekerja informal,belum menikah
63,wirausaha,belum menikah
35,pegawai tetap,janda
66,pegawai tetap,belum menikah
27,karyawan tetap,belum menikah
69,pengangguran,menikah
22,pns,janda
29,pegawai tetap,belum menikah
52,buruh,belum menikah
75,karyawan tetap,janda
71,pekerja informal,duda
50,karyawan tetap,janda
51,wirausaha,menikah
78,pns,duda
35,pengangguran,menikah
75,pns,menikah
36,karyawan tetap,duda
22,pegawai tetap,duda
54,pns,menikah
35,karyawan tetap,janda
74,pns,janda
31,pekerja informal,janda
67,pekerja informal,cerai
36,pengangguran,belum menikah
67,pengangguran,menikah
44,pns,janda
72,pekerja informal,janda
71,pegawai tetap,menikah
59,pegawai tetap,duda
51,wirausaha,belum menikah
74,pekerja informal,janda
67,pegawai tetap,janda
77,pns,duda
27,pengangguran,cerai
75,pns,belum menikah
56,wirausaha,cerai
18,pns,menikah
23,pekerja informal,cerai
53,buruh,cerai
53,pekerja informal,duda
32,pekerja informal,menikah
51,buruh,belum menikah
64,pns,menikah
33,pegawai tetap,belum menikah
41,pegawai tetap,duda
60,wirausaha,menikah
71,karyawan tetap,belum menikah
79,pengangguran,cerai
76,pns,menikah
31,pekerja informal,janda
74,pns,belum menikah
36,pegawai tetap,menikah
70,pengangguran,janda
50,pengangguran,belum menikah
18,wirausaha,duda
42,wirausaha,belum menikah
20,buruh,menikah
25,buruh,duda
28,pengangguran,belum menikah
31,karyawan tetap,belum menikah
36,karyawan tetap,duda
74,pekerja informal,duda
65,buruh,duda
58,pegawai tetap,menikah
20,wirausaha,duda
28,pekerja informal,belum menikah
43,wirausaha,janda
32,pegawai tetap,belum menikah
76,karyawan tetap,belum menikah
28,pekerja informal,belum menikah
61,pekerja informal,belum menikah
22,pengangguran,belum menikah
36,karyawan tetap,belum menikah
52,karyawan tetap,menikah
35,pegawai tetap,belum menikah
26,pegawai tetap,belum menikah
66,pns,belum menikah
73,pegawai tetap,menikah
36,buruh,belum menikah
51,pengangguran,janda
20,pns,duda
21,wirausaha,duda
32,pegawai tetap,belum menikah
51,pegawai tetap,cerai
25,pns,cerai
54,pengangguran,janda
73,buruh,cerai
52,pengangguran,cerai
78,pegawai tetap,cerai
71,pns,menikah
56,pegawai tetap,cerai
65,pegawai tetap,janda
56,wirausaha,belum menikah
61,pengangguran,belum menikah
76,pekerja informal,janda
74,pns,belum menikah
53,wirausaha,duda
32,karyawan tetap,cerai
61,pegawai tetap,belum menikah
54,buruh,menikah
79,buruh,belum menikah
39,wirausaha,janda
37,karyawan tetap,cerai
78,wirausaha,duda
36,buruh,cerai
37,buruh,belum menikah
67,buruh,duda
33,pekerja informal,menikah
23,wirausaha,janda
49,pegawai tetap,belum menikah
68,wirausaha,belum menikah
25,pns,duda
47,karyawan tetap,cerai
65,wirausaha,belum menikah
20,wirausaha,belum menikah
43,pegawai tetap,duda
60,wirausaha,menikah
72,pns,belum menikah
25,wirausaha,janda
30,pekerja informal,belum menikah
57,pekerja informal,janda
32,pns,menikah
46,pns,menikah
21,wirausaha,menikah
79,pekerja informal,belum menikah
70,buruh,belum menikah
59,pegawai tetap,menikah
20,pengangguran,cerai
60,pns,belum menikah
33,pekerja informal,duda
49,pekerja informal,janda
34,karyawan tetap,belum menikah
64,pengangguran,duda
52,wirausaha,duda
24,pekerja informal,janda
65,pengangguran,janda
51,karyawan tetap,belum menikah
43,wirausaha,janda
28,buruh,cerai
73,pekerja informal,menikah
73,pekerja informal,duda
18,karyawan tetap,menikah
51,pekerja informal,cerai
45,pns,menikah
63,pns,duda
26,karyawan tetap,cerai
31,karyawan tetap,janda
39,wirausaha,duda
46,buruh,menikah
36,pns,duda
61,pegawai tetap,menikah
20,karyawan tetap,cerai
51,buruh,menikah
73,wirausaha,cerai
28,pegawai tetap,cerai
22,wirausaha,janda
47,pegawai tetap,janda
76,buruh,menikah
76,pekerja informal,janda
29,pekerja informal,belum menikah
30,pns,belum menikah
29,buruh,janda
62,buruh,belum menikah
46,pegawai tetap,cerai
18,wirausaha,cerai
56,pns,duda
49,pns,cerai
35,buruh,janda
43,buruh,janda
64,wirausaha,belum menikah
69,buruh,janda
49,pekerja informal,janda
63,pekerja informal,cerai
27,buruh,cerai
52,pns,belum menikah
31,wirausaha,menikah
46,pns,menikah
40,pns,menikah
42,pengangguran,menikah
68,wirausaha,cerai
68,wirausaha,duda
42,pengangguran,cerai
61,pekerja informal,menikah
51,pekerja informal,belum menikah
59,wirausaha,belum menikah
51,pegawai tetap,duda
19,pns,janda
68,pegawai tetap,cerai
34,wirausaha,janda
38,wirausaha,duda
44,pengangguran,janda
51,pns,belum menikah
18,karyawan tetap,janda
41,karyawan tetap,belum menikah
67,pengangguran,menikah
69,pegawai tetap,belum menikah
26,pns,janda
25,pns,janda
66,buruh,menikah
52,pengangguran,belum menikah
40,pns,janda
32,buruh,duda
30,pengangguran,cerai
27,pengangguran,belum menikah
77,pengangguran,duda
38,buruh,cerai
71,pekerja informal,cerai
39,pns,duda
28,pns,menikah
65,pns,belum menikah
60,pegawai tetap,belum menikah
19,pegawai tetap,belum menikah
24,karyawan tetap,cerai
60,pengangguran,belum menikah
40,pegawai tetap,janda
57,buruh,janda
76,pegawai tetap,cerai
28,pegawai tetap,cerai
64,karyawan tetap,belum menikah
20,wirausaha,menikah
61,pegawai tetap,cerai
62,pns,janda
61,pns,janda
47,pekerja informal,menikah
76,pegawai tetap,belum menikah
55,wirausaha,duda
63,karyawan tetap,cerai
62,pns,duda
25,pegawai tetap,janda
59,buruh,belum menikah
63,buruh,menikah
73,buruh,janda
48,wirausaha,menikah
31,pegawai tetap,belum menikah
35,pns,duda
36,pengangguran,janda
77,pns,menikah
69,buruh,cerai
67,buruh,cerai
39,pegawai tetap,duda
61,buruh,cerai
38,pengangguran,menikah
70,buruh,duda
47,buruh,menikah
36,pekerja informal,cerai
40,karyawan tetap,cerai
18,buruh,janda
55,wirausaha,duda
79,pengangguran,menikah
21,karyawan tetap,menikah
51,pekerja informal,janda
62,pekerja informal,duda
27,karyawan tetap,janda
19,buruh,belum menikah
21,wirausaha,janda
74,pegawai tetap,duda
38,buruh,belum menikah
47,pegawai tetap,menikah
43,wirausaha,duda
27,wirausaha,belum menikah
70,pekerja informal,cerai
20,pekerja informal,menikah
27,pekerja informal,cerai
48,pengangguran,cerai
51,wirausaha,menikah
36,pekerja informal,janda
43,karyawan tetap,belum menikah
18,wirausaha,cerai
66,buruh,duda
56,karyawan tetap,menikah
22,pengangguran,belum menikah
63,pekerja informal,menikah
49,pns,menikah
18,wirausaha,duda
50,karyawan tetap,menikah
50,wirausaha,cerai
43,pns,duda
42,wirausaha,menikah
44,pns,belum menikah
60,pengangguran,cerai
24,pegawai tetap,duda
78,karyawan tetap,cerai
30,pekerja informal,cerai
76,buruh,cerai
33,pekerja informal,belum menikah
21,pns,janda
73,pekerja informal,janda
45,pegawai tetap,cerai
42,buruh,cerai
67,wirausaha,cerai
29,pegawai tetap,menikah
58,pegawai tetap,janda
70,pekerja informal,cerai
49,pekerja informal,duda
25,pengangguran,cerai
76,pegawai tetap,menikah
60,pns,duda
72,buruh,menikah
57,wirausaha,janda
34,pns,janda
55,pengangguran,duda
48,karyawan tetap,cerai
76,karyawan tetap,menikah
54,karyawan tetap,janda
57,pengangguran,menikah
26,pekerja informal,belum menikah
25,pekerja informal,belum menikah
41,karyawan tetap,janda
50,pengangguran,menikah
28,wirausaha,cerai
18,karyawan tetap,belum menikah
51,pns,duda
52,pegawai tetap,janda
78,wirausaha,cerai
34,pegawai tetap,janda
51,karyawan tetap,belum menikah
69,pekerja informal,duda
27,buruh,menikah
52,pegawai tetap,duda
70,wirausaha,cerai
77,pegawai tetap,menikah
51,pekerja informal,belum menikah
46,buruh,janda
45,wirausaha,janda
18,pegawai tetap,belum menikah
68,pengangguran,menikah
49,pns,belum menikah
26,pegawai tetap,duda
63,pengangguran,cerai
61,pekerja informal,janda
67,karyawan tetap,duda
76,pengangguran,cerai
22,buruh,belum menikah
31,pegawai tetap,menikah
51,wirausaha,duda
58,karyawan tetap,janda
74,pegawai tetap,janda
28,karyawan tetap,menikah
42,pegawai tetap,duda
67,pegawai tetap,janda
62,pekerja informal,menikah
56,pegawai tetap,janda
55,buruh,janda
65,karyawan tetap,duda
43,wirausaha,duda
51,pekerja informal,menikah
39,pengangguran,menikah
30,pekerja informal,duda
38,pns,janda
53,buruh,duda
61,pegawai tetap,duda
42,wirausaha,janda
59,pekerja informal,cerai
36,buruh,menikah
71,buruh,duda
54,wirausaha,janda
35,wirausaha,belum menikah
35,karyawan tetap,belum menikah
64,pns,duda
31,wirausaha,duda
74,pekerja informal,janda
78,pekerja informal,duda
44,pns,cerai
46,pengangguran,duda
22,buruh,cerai
56,pengangguran,menikah
20,pegawai tetap,belum menikah
52,pengangguran,duda
54,buruh,cerai
28,pns,cerai
77,pegawai tetap,cerai
25,buruh,duda
79,wirausaha,janda
65,buruh,belum menikah
43,buruh,menikah
64,pengangguran,menikah
58,buruh,janda
32,karyawan tetap,cerai
35,buruh,menikah
36,buruh,cerai
43,pegawai tetap,duda
20,pns,duda
23,pengangguran,menikah
44,pengangguran,belum menikah
36,buruh,duda
69,pegawai tetap,belum menikah
27,pengangguran,duda
66,pns,menikah
64,wirausaha,duda
44,pekerja informal,duda
45,pekerja informal,janda
67,buruh,belum menikah
61,pns,duda
43,pekerja informal,belum menikah
54,pengangguran,belum menikah
41,pengangguran,janda
42,pegawai tetap,menikah
43,pekerja informal,cerai
53,pengangguran,cerai
47,pekerja informal,janda
50,pengangguran,cerai
55,pengangguran,belum menikah
76,pengangguran,belum menikah
56,wirausaha,janda
19,pns,cerai
35,pengangguran,janda
24,pekerja informal,menikah
50,pegawai tetap,belum menikah
71,pekerja informal,cerai
56,pns,duda
78,buruh,belum menikah
18,karyawan tetap,janda
66,pekerja informal,cerai
53,pekerja informal,cerai
48,wirausaha,menikah
66,pegawai tetap,janda
60,pekerja informal,belum menikah
33,pekerja informal,belum menikah
71,pegawai tetap,duda
36,pns,belum menikah
68,pekerja informal,menikah
77,pekerja informal,janda
22,pekerja informal,belum menikah
29,karyawan tetap,janda
31,karyawan tetap,duda
36,pns,duda
35,buruh,belum menikah
46,buruh,cerai
59,pengangguran,cerai
54,karyawan tetap,duda
62,pns,duda
26,pns,cerai
22,wirausaha,menikah
51,pekerja informal,menikah
54,pns,cerai
55,pns,cerai
58,pekerja informal,janda
68,wirausaha,cerai
22,karyawan tetap,janda
55,pns,janda
29,wirausaha,cerai
28,pekerja informal,belum menikah
43,buruh,duda
38,buruh,duda
32,wirausaha,cerai
55,pns,menikah
64,pengangguran,cerai
77,pegawai tetap,duda
32,pekerja informal,menikah
50,pegawai tetap,belum menikah
34,karyawan tetap,cerai
65,pekerja informal,janda
58,buruh,janda
20,karyawan tetap,menikah
67,pegawai tetap,janda
35,wirausaha,janda
46,wirausaha,menikah
48,pekerja informal,janda
50,pekerja informal,cerai
73,pegawai tetap,janda
62,pekerja informal,duda
59,karyawan tetap,janda
54,karyawan tetap,duda
37,pekerja informal,belum menikah
33,karyawan tetap,menikah
54,pns,duda
19,pengangguran,janda
65,pegawai tetap,menikah
78,pns,duda
54,pengangguran,menikah
78,pengangguran,belum menikah
70,pns,duda
79,pengangguran,menikah
24,pengangguran,belum menikah
65,karyawan tetap,belum menikah
31,pengangguran,cerai
19,buruh,janda
30,pekerja informal,cerai
27,wirausaha,cerai
18,pengangguran,duda
32,pengangguran,belum menikah
33,buruh,cerai
62,pengangguran,janda
26,karyawan tetap,menikah
32,wirausaha,janda
61,wirausaha,janda
74,pegawai tetap,janda
46,pengangguran,menikah
53,pns,cerai
29,buruh,menikah
55,pekerja informal,duda
68,karyawan tetap,belum menikah
54,buruh,belum menikah
69,pekerja informal,belum menikah
73,karyawan tetap,belum menikah
18,pns,cerai
20,pekerja informal,belum menikah
35,karyawan tetap,menikah
73,wirausaha,menikah
50,pekerja informal,janda
70,karyawan tetap,menikah
24,wirausaha,belum menikah
25,pengangguran,cerai
69,pekerja informal,menikah
20,pengangguran,belum menikah
55,karyawan tetap,duda
77,karyawan tetap,duda
65,karyawan tetap,cerai
29,wirausaha,duda
63,pekerja informal,cerai
69,pekerja informal,menikah
57,pengangguran,belum menikah
60,pengangguran,belum menikah
58,buruh,menikah
64,wirausaha,menikah
79,karyawan tetap,cerai
26,karyawan tetap,belum menikah
46,pengangguran,duda
68,pengangguran,menikah
42,wirausaha,belum menikah
40,pegawai tetap,duda
53,pengangguran,belum menikah
53,karyawan tetap,menikah
77,wirausaha,menikah
55,pns,menikah
57,pegawai tetap,cerai
68,pengangguran,cerai
74,pns,menikah
62,buruh,belum menikah
61,pengangguran,cerai
71,karyawan tetap,janda
59,buruh,cerai
28,pengangguran,belum menikah
78,pengangguran,belum menikah
31,buruh,cerai
61,karyawan tetap,cerai
60,pegawai tetap,duda
54,pns,duda
60,pns,duda
46,pekerja informal,belum menikah
58,wirausaha,menikah
59,pekerja informal,cerai
20,pegawai tetap,menikah
71,pns,janda
78,wirausaha,janda
65,pengangguran,duda
30,karyawan tetap,menikah
68,pegawai tetap,belum menikah
52,wirausaha,duda
66,karyawan tetap,belum menikah
24,pengangguran,belum menikah
48,pegawai tetap,menikah
63,pekerja informal,janda
79,karyawan tetap,duda
41,buruh,duda
73,karyawan tetap,cerai
46,pengangguran,belum menikah
51,karyawan tetap,duda
69,wirausaha,cerai
61,wirausaha,menikah
42,karyawan tetap,janda
52,buruh,belum menikah
64,pekerja informal,duda
37,pegawai tetap,cerai
39,karyawan tetap,menikah
66,karyawan tetap,janda
50,wirausaha,cerai
36,pegawai tetap,menikah
33,pekerja informal,menikah
55,pekerja informal,cerai
77,karyawan tetap,belum menikah
46,karyawan tetap,belum menikah
73,pns,janda
25,wirausaha,menikah
29,pns,janda
62,wirausaha,cerai
51,pegawai tetap,duda
67,buruh,duda
39,buruh,belum menikah
53,pengangguran,menikah
19,pns,janda
61,pengangguran,belum menikah
46,pengangguran,belum menikah
44,pengangguran,janda
29,pengangguran,cerai
32,karyawan tetap,janda
28,karyawan tetap,cerai
27,buruh,cerai
41,pengangguran,cerai
36,buruh,janda
53,pns,menikah
37,pekerja informal,menikah
77,pns,belum menikah
39,pengangguran,janda
71,karyawan tetap,menikah
21,pengangguran,duda
67,pekerja informal,belum menikah
73,pegawai tetap,duda
58,pns,cerai
45,pekerja informal,menikah
76,pekerja informal,janda
62,pegawai tetap,cerai
47,karyawan tetap,duda
68,pekerja informal,duda
72,pekerja informal,janda
57,pengangguran,cerai
78,wirausaha,duda
60,pns,janda
57,karyawan tetap,duda
25,karyawan tetap,janda
36,pekerja informal,menikah
27,karyawan tetap,belum menikah
57,pegawai tetap,duda
66,pekerja informal,duda
67,pengangguran,janda
27,buruh,menikah
30,buruh,janda
61,pegawai tetap,janda
38,wirausaha,janda
37,pekerja informal,belum menikah
73,buruh,cerai
53,pekerja informal,cerai
43,pekerja informal,menikah
37,pns,duda
21,karyawan tetap,duda
55,karyawan tetap,menikah
26,pengangguran,cerai
60,pns,cerai
43,pegawai tetap,duda
22,pns,belum menikah
21,karyawan tetap,belum menikah
75,pegawai tetap,cerai
45,pekerja informal,menikah
77,pengangguran,cerai
69,buruh,menikah
27,buruh,duda
54,karyawan tetap,cerai
55,pegawai tetap,janda
38,karyawan tetap,belum menikah
35,pengangguran,janda
40,wirausaha,janda
47,karyawan tetap,menikah
25,buruh,cerai
