jumlah_tanggungan,penghasilan,kondisi_rumah,layak_subsidi
4,7083840,tidak layak,0
5,5327841,layak,1
0,2412714,sangat sederhana,1
3,2938189,sangat sederhana,1
7,4117432,layak,1
2,5822809,sangat sederhana,0
7,4177916,semi permanen,1
2,4501161,sangat sederhana,1
5,6260529,layak,0
2,7489803,tidak layak,0
3,8127829,layak,0
1,3498038,tidak layak,1
3,8957178,layak,0
8,6325562,tidak layak,0
1,4878010,layak,0
6,2243662,tidak layak,1
2,2162106,tidak layak,1
4,1370343,layak,0
9,2722108,sangat sederhana,1
6,7043488,layak,0
9,2532098,sangat sederhana,1
7,5068698,layak,1
6,9335607,semi permanen,0
0,6490492,sangat sederhana,0
0,8712633,semi permanen,0
3,5165789,layak,0
6,2298238,layak,1
0,8344783,tidak layak,0
7,9875237,tidak layak,0
7,8553496,layak,0
2,8617711,layak,0
5,1960082,sangat sederhana,1
1,2499942,tidak layak,1
6,3482081,sangat sederhana,1
2,2359475,tidak layak,1
0,8865728,layak,0
0,6603521,layak,0
4,5065615,tidak layak,0
0,3893497,semi permanen,1
6,2706356,layak,1
2,3017628,semi permanen,1
9,9278501,sangat sederhana,0
8,3459613,semi permanen,1
9,8898134,sangat sederhana,0
6,3740897,tidak layak,1
7,9207605,tidak layak,0
1,7684801,sangat sederhana,0
2,4923137,semi permanen,1
5,1061977,semi permanen,1
1,8271178,tidak layak,0
6,9542741,tidak layak,0
9,3882329,semi permanen,1
7,3348015,layak,1
2,5772370,semi permanen,0
6,8343541,semi permanen,0
8,8328527,semi permanen,0
3,3467673,sangat sederhana,1
1,5765089,sangat sederhana,0
1,3732388,tidak layak,1
0,2964689,sangat sederhana,1
1,5165119,semi permanen,0
9,7874263,tidak layak,0
1,7781540,sangat sederhana,0
3,3428777,layak,0
5,3722723,sangat sederhana,1
3,8860229,tidak layak,0
8,4783006,layak,1
6,4232077,semi permanen,1
4,1742197,tidak layak,1
2,1638299,tidak layak,1
5,4038386,tidak layak,1
4,1209153,layak,0
1,6438442,tidak layak,0
2,2783867,layak,0
8,7880750,tidak layak,0
1,8919159,sangat sederhana,0
5,8637411,semi permanen,0
0,1691963,tidak layak,1
6,3059473,tidak layak,1
0,4952823,layak,0
0,2709522,sangat sederhana,1
1,9314784,sangat sederhana,0
8,1790356,semi permanen,1
6,8536837,sangat sederhana,0
5,2405307,sangat sederhana,1
5,5487113,sangat sederhana,1
4,4719825,sangat sederhana,1
5,7580674,semi permanen,0
7,2106050,tidak layak,1
0,4300518,semi permanen,1
0,8742384,layak,0
4,9857999,tidak layak,0
2,2591401,sangat sederhana,1
4,5723722,layak,0
2,4345270,sangat sederhana,1
2,9195079,tidak layak,0
0,7578683,layak,0
8,1606415,semi permanen,1
1,1273039,tidak layak,1
3,3225586,layak,0
2,7144805,semi permanen,0
2,6279231,layak,0
0,8718408,semi permanen,0
8,1272837,layak,1
5,4239222,layak,1
7,4005712,sangat sederhana,1
3,9922105,tidak layak,0
2,7641362,semi permanen,0
8,2536055,sangat sederhana,1
4,5973691,layak,0
5,7776454,semi permanen,0
4,3978543,layak,0
9,4620929,sangat sederhana,1
2,3153154,semi permanen,1
1,5149499,sangat sederhana,0
4,6231948,tidak layak,0
8,3839932,sangat sederhana,1
4,2258994,tidak layak,1
2,8204601,sangat sederhana,0
0,4367220,sangat sederhana,1
7,2880823,semi permanen,1
8,1357477,semi permanen,1
6,9083862,sangat sederhana,0
1,8636542,layak,0
0,4770926,sangat sederhana,1
7,5528859,tidak layak,1
2,2942219,tidak layak,1
7,4629807,sangat sederhana,1
9,1104402,semi permanen,1
9,2753958,tidak layak,1
6,6073672,layak,0
5,8535876,tidak layak,0
9,4406100,layak,1
6,5855920,sangat sederhana,1
7,8907797,layak,0
7,1408184,semi permanen,1
1,6058704,layak,0
8,2785985,semi permanen,1
6,3834118,layak,1
0,2018174,semi permanen,1
0,8497114,tidak layak,0
0,6993591,tidak layak,0
1,4028580,semi permanen,1
7,3158112,semi permanen,1
6,9347100,semi permanen,0
0,5710029,tidak layak,0
1,7121367,layak,0
0,3538170,sangat sederhana,1
4,2015733,layak,1
7,7534139,tidak layak,0
5,6531835,layak,0
3,9393178,sangat sederhana,0
5,6929577,semi permanen,0
2,8036230,semi permanen,0
4,2570040,tidak layak,1
3,1713741,tidak layak,1
7,1851283,layak,1
7,8240302,layak,0
6,1712092,layak,1
3,3087268,tidak layak,1
0,3859011,sangat sederhana,1
0,8069592,semi permanen,0
6,2316727,tidak layak,1
7,7740542,layak,0
7,1789710,tidak layak,1
2,1939638,tidak layak,1
4,7696066,layak,0
3,8788313,sangat sederhana,0
5,1391590,tidak layak,1
4,4207151,layak,0
7,9118397,semi permanen,0
3,4755718,tidak layak,1
2,8511180,layak,0
0,7992473,sangat sederhana,0
4,6996243,sangat sederhana,0
1,4619435,sangat sederhana,1
6,5286948,sangat sederhana,1
0,7971452,tidak layak,0
5,4773882,layak,1
5,5101705,tidak layak,1
2,3189824,tidak layak,1
8,3401961,semi permanen,1
2,1639460,semi permanen,1
3,4519852,semi permanen,1
7,8742054,semi permanen,0
5,4777492,layak,1
8,6978541,semi permanen,0
0,2390788,semi permanen,1
9,5237590,semi permanen,1
7,6953015,layak,0
6,1276024,layak,1
2,6544824,layak,0
8,4227905,sangat sederhana,1
2,7421752,semi permanen,0
6,9753120,layak,0
7,7970050,sangat sederhana,0
9,4923322,semi permanen,1
6,5025974,sangat sederhana,1
3,1058616,sangat sederhana,1
2,5197823,semi permanen,0
2,9487582,sangat sederhana,0
2,1372526,semi permanen,1
5,5765234,tidak layak,1
0,9483848,layak,0
2,7822519,sangat sederhana,0
8,4343384,sangat sederhana,1
5,1214088,sangat sederhana,1
4,9549106,tidak layak,0
8,8752464,tidak layak,0
8,2202597,semi permanen,1
3,1840644,tidak layak,1
3,2601211,tidak layak,1
1,9081529,layak,0
1,9756138,semi permanen,0
0,5718511,layak,0
7,2798686,sangat sederhana,1
3,5062351,sangat sederhana,0
3,8955750,semi permanen,0
3,8546745,layak,0
8,6952843,sangat sederhana,0
7,2547685,semi permanen,1
1,2059812,layak,0
0,8597703,semi permanen,0
7,5234928,layak,1
7,1460058,tidak layak,1
2,2779237,sangat sederhana,1
5,6786442,sangat sederhana,0
3,3731127,tidak layak,1
3,4137002,semi permanen,1
8,6211339,tidak layak,0
9,4446093,tidak layak,1
2,9688051,layak,0
1,7337420,sangat sederhana,0
5,1532742,tidak layak,1
1,7138474,layak,0
3,2800861,semi permanen,1
4,5139202,layak,0
0,3198453,layak,0
2,3918224,semi permanen,1
9,3444171,sangat sederhana,1
2,4190287,sangat sederhana,1
3,2508216,semi permanen,1
5,5378511,semi permanen,1
3,1612391,sangat sederhana,1
8,2228943,semi permanen,1
2,1217988,layak,0
9,6860756,semi permanen,0
7,6951230,semi permanen,0
6,1522232,tidak layak,1
1,2890804,semi permanen,1
0,3304084,tidak layak,1
8,7256265,tidak layak,0
9,5300095,tidak layak,1
2,1917080,tidak layak,1
3,3164964,sangat sederhana,1
7,2140750,layak,1
0,6340232,tidak layak,0
3,1983702,layak,0
6,9884643,tidak layak,0
9,1300029,tidak layak,1
6,8524498,semi permanen,0
4,9501567,semi permanen,0
4,5401601,semi permanen,0
7,6337355,tidak layak,0
1,3982516,semi permanen,1
0,5995750,semi permanen,0
9,5272207,semi permanen,1
2,9015904,tidak layak,0
8,8608127,tidak layak,0
2,2552290,semi permanen,1
4,4349893,semi permanen,1
8,7506503,tidak layak,0
9,5271500,layak,1
6,1518360,sangat sederhana,1
1,4448674,semi permanen,1
8,9254312,semi permanen,0
2,1561307,layak,0
2,3628699,semi permanen,1
7,8790611,layak,0
9,1089477,sangat sederhana,1
7,4361537,tidak layak,1
8,5820460,sangat sederhana,1
8,2169246,semi permanen,1
7,9358109,sangat sederhana,0
8,7854436,tidak layak,0
6,4810726,tidak layak,1
3,7645457,sangat sederhana,0
2,3549067,layak,0
6,4213750,tidak layak,1
0,2038021,sangat sederhana,1
0,7814367,sangat sederhana,0
6,5728325,sangat sederhana,1
8,4724947,sangat sederhana,1
0,2079067,tidak layak,1
0,7542624,tidak layak,0
0,8219665,tidak layak,0
2,6752471,sangat sederhana,0
6,1611544,layak,1
0,6104572,sangat sederhana,0
1,4641246,sangat sederhana,1
5,6293066,semi permanen,0
2,5306555,tidak layak,0
3,5231269,layak,0
7,7161031,tidak layak,0
3,9181249,layak,0
6,2543248,semi permanen,1
7,3527960,sangat sederhana,1
8,6253131,layak,0
9,8731769,layak,0
1,9384071,tidak layak,0
3,8975071,layak,0
5,1752352,layak,1
1,5413782,sangat sederhana,0
4,4603415,semi permanen,1
8,7099533,semi permanen,0
7,8877299,tidak layak,0
7,2129116,sangat sederhana,1
9,9102053,tidak layak,0
7,1444954,sangat sederhana,1
0,5003251,tidak layak,0
3,2838642,tidak layak,1
8,3866932,layak,1
0,2142918,layak,0
1,7983444,tidak layak,0
7,6846418,sangat sederhana,0
6,8748077,layak,0
7,9995568,semi permanen,0
1,2038725,sangat sederhana,1
4,1472176,semi permanen,1
6,9435864,semi permanen,0
9,8516320,tidak layak,0
0,3824469,semi permanen,1
1,8742684,layak,0
1,8525347,tidak layak,0
0,9686548,semi permanen,0
4,3080723,sangat sederhana,1
8,7365939,tidak layak,0
5,5128018,semi permanen,1
0,2975041,sangat sederhana,1
7,4920573,layak,1
7,5478429,layak,1
2,1451910,sangat sederhana,1
6,3592696,tidak layak,1
3,7714239,sangat sederhana,0
6,4289460,layak,1
1,1922771,semi permanen,1
7,3356995,tidak layak,1
4,9600747,tidak layak,0
5,3487695,sangat sederhana,1
4,1164990,tidak layak,1
7,2314576,sangat sederhana,1
6,1523281,layak,1
6,9242596,semi permanen,0
1,5173091,tidak layak,0
5,5547969,layak,1
3,9740884,semi permanen,0
5,2345901,sangat sederhana,1
2,3740755,sangat sederhana,1
5,3064189,semi permanen,1
0,7547417,tidak layak,0
1,1007746,layak,0
9,7151218,semi permanen,0
5,8620010,layak,0
2,6421287,semi permanen,0
0,1435989,layak,0
1,2924943,tidak layak,1
0,1993788,tidak layak,1
6,6713347,semi permanen,0
3,5145953,tidak layak,0
2,8121638,sangat sederhana,0
2,9310231,semi permanen,0
9,6163669,tidak layak,0
0,3963928,tidak layak,1
6,6190772,semi permanen,0
0,5543517,layak,0
8,8090866,layak,0
0,9894027,semi permanen,0
6,1907676,layak,1
6,7265996,layak,0
0,5761344,semi permanen,0
0,6739425,sangat sederhana,0
9,5240993,layak,1
7,8186837,sangat sederhana,0
5,5500349,sangat sederhana,1
7,6587969,tidak layak,0
4,7430847,layak,0
1,2233271,layak,0
4,2232470,tidak layak,1
7,6467668,semi permanen,0
9,1871557,layak,1
3,5597279,layak,0
6,3528067,sangat sederhana,1
9,6784504,layak,0
5,7631478,sangat sederhana,0
4,8497345,semi permanen,0
1,4596759,semi permanen,1
1,9410746,layak,0
1,5765994,tidak layak,0
8,2593476,semi permanen,1
8,1807639,semi permanen,1
9,5521159,semi permanen,1
4,2488081,tidak layak,1
1,7768498,semi permanen,0
9,6717582,layak,0
1,3239649,sangat sederhana,1
0,7946614,tidak layak,0
5,7414036,tidak layak,0
4,2678133,tidak layak,1
7,5969212,semi permanen,1
3,7652753,layak,0
3,3372904,sangat sederhana,1
1,7138233,layak,0
9,9736492,semi permanen,0
0,5802719,semi permanen,0
4,7528408,sangat sederhana,0
9,4389554,tidak layak,1
3,5305643,semi permanen,0
7,5585595,sangat sederhana,1
4,3705215,semi permanen,1
9,1170892,sangat sederhana,1
6,6345529,sangat sederhana,0
4,1559939,sangat sederhana,1
0,6477024,layak,0
5,1384352,tidak layak,1
0,5647135,sangat sederhana,0
3,5433682,semi permanen,0
8,7280873,layak,0
8,3141592,tidak layak,1
2,6406957,layak,0
9,2341465,tidak layak,1
5,4055298,layak,1
1,4334887,layak,0
9,5309707,tidak layak,1
0,6559889,tidak layak,0
8,5472850,tidak layak,1
4,1573076,tidak layak,1
9,2676482,tidak layak,1
7,9247595,semi permanen,0
4,1252717,semi permanen,1
8,9927493,layak,0
7,4916497,sangat sederhana,1
4,9567829,tidak layak,0
4,4260468,layak,0
8,5079982,semi permanen,1
3,2654671,tidak layak,1
9,3759034,sangat sederhana,1
8,4298458,tidak layak,1
1,2678739,semi permanen,1
9,7370123,tidak layak,0
5,9876317,tidak layak,0
7,4416106,sangat sederhana,1
8,7542734,tidak layak,0
6,3709985,semi permanen,1
0,9644768,semi permanen,0
6,6005075,semi permanen,0
8,4116017,semi permanen,1
0,4510397,layak,0
6,6577900,semi permanen,0
0,7528668,layak,0
1,3508369,tidak layak,1
0,6777036,tidak layak,0
7,5997923,semi permanen,1
5,1120508,tidak layak,1
6,1814136,sangat sederhana,1
5,5334264,layak,1
0,5186303,semi permanen,0
4,6076869,semi permanen,0
9,1165933,layak,1
5,2851616,layak,1
9,9475864,layak,0
7,6956449,tidak layak,0
9,3160233,sangat sederhana,1
0,9800744,layak,0
8,5114461,tidak layak,1
0,7379254,tidak layak,0
8,9283426,layak,0
4,6024140,tidak layak,0
0,5669535,tidak layak,0
1,8274015,tidak layak,0
7,1239731,semi permanen,1
6,3616877,layak,1
3,6287162,tidak layak,0
7,1001262,sangat sederhana,1
6,9712335,sangat sederhana,0
3,2791787,tidak layak,1
1,9492936,layak,0
1,9826075,tidak layak,0
5,2408186,layak,1
1,7332775,semi permanen,0
6,4753219,semi permanen,1
4,8416104,tidak layak,0
3,1772190,tidak layak,1
8,3660633,sangat sederhana,1
7,7516183,tidak layak,0
5,7475759,tidak layak,0
7,2546546,tidak layak,1
2,4673503,sangat sederhana,1
9,4433142,tidak layak,1
9,5520510,semi permanen,1
7,6982998,semi permanen,0
0,5816670,layak,0
4,5294555,sangat sederhana,0
9,6293421,layak,0
2,2444160,tidak layak,1
7,3492686,layak,1
0,6550553,tidak layak,0
3,3988468,sangat sederhana,1
2,8207807,sangat sederhana,0
6,7337517,layak,0
1,4248737,semi permanen,1
4,4789360,semi permanen,1
3,9741469,tidak layak,0
3,9577087,sangat sederhana,0
0,4818094,semi permanen,1
4,9845878,semi permanen,0
0,9860035,semi permanen,0
8,6889360,sangat sederhana,0
2,4351037,sangat sederhana,1
6,9321195,sangat sederhana,0
1,2886159,sangat sederhana,1
7,3359079,sangat sederhana,1
9,9595076,tidak layak,0
9,8040568,tidak layak,0
4,7035753,tidak layak,0
0,4302125,layak,0
9,6858847,sangat sederhana,0
5,9736655,sangat sederhana,0
5,2900940,tidak layak,1
2,8036334,tidak layak,0
6,4455009,semi permanen,1
4,3457316,tidak layak,1
1,6193212,semi permanen,0
4,5325483,layak,0
7,7701397,layak,0
1,5884686,tidak layak,0
7,1514424,semi permanen,1
3,6665763,tidak layak,0
7,9773395,sangat sederhana,0
4,4083274,tidak layak,1
6,4667392,tidak layak,1
6,7982574,sangat sederhana,0
3,3937751,sangat sederhana,1
8,4904573,tidak layak,1
4,4644797,layak,0
3,1384516,sangat sederhana,1
4,1372799,semi permanen,1
2,3069204,semi permanen,1
2,9386228,layak,0
9,1583793,sangat sederhana,1
2,1083332,semi permanen,1
5,3239891,layak,1
2,2738517,tidak layak,1
8,5925238,layak,1
8,3258810,tidak layak,1
1,5870013,layak,0
0,3273360,sangat sederhana,1
9,1495791,sangat sederhana,1
1,7550107,semi permanen,0
9,9402196,layak,0
0,7550685,semi permanen,0
3,1705745,sangat sederhana,1
4,4040214,sangat sederhana,1
1,9954009,sangat sederhana,0
7,4627381,semi permanen,1
8,6523425,layak,0
8,7046400,sangat sederhana,0
5,5315443,layak,1
3,5358668,sangat sederhana,0
5,6294879,semi permanen,0
4,9931038,layak,0
4,3457530,tidak layak,1
9,9820111,semi permanen,0
0,4807679,semi permanen,1
7,5861797,tidak layak,1
1,1932325,tidak layak,1
4,8080763,semi permanen,0
3,6035284,semi permanen,0
4,4196958,semi permanen,1
7,6388879,tidak layak,0
0,6088662,semi permanen,0
0,9969723,sangat sederhana,0
4,2718918,tidak layak,1
9,4567571,sangat sederhana,1
9,5244686,semi permanen,1
7,1669249,sangat sederhana,1
7,5616388,tidak layak,1
2,6444128,semi permanen,0
2,2846301,semi permanen,1
9,5440610,layak,1
6,1961597,layak,1
5,3350217,tidak layak,1
2,2614256,tidak layak,1
1,3706671,sangat sederhana,1
3,8909135,semi permanen,0
9,9544290,semi permanen,0
1,8791454,semi permanen,0
5,3707603,sangat sederhana,1
9,8879059,tidak layak,0
5,9251585,sangat sederhana,0
7,7192849,sangat sederhana,0
4,5565989,tidak layak,0
5,9140918,sangat sederhana,0
7,7016307,layak,0
3,3327389,sangat sederhana,1
1,7403406,semi permanen,0
8,6235756,semi permanen,0
5,8266344,semi permanen,0
8,2467071,layak,1
3,3580686,tidak layak,1
3,7733962,semi permanen,0
0,5117129,tidak layak,0
1,6973093,semi permanen,0
8,9856932,semi permanen,0
6,6413454,sangat sederhana,0
0,2600081,sangat sederhana,1
2,7814414,tidak layak,0
7,3730389,layak,1
4,5749947,sangat sederhana,0
7,8025808,semi permanen,0
1,6839806,tidak layak,0
0,3149807,sangat sederhana,1
7,6059015,semi permanen,0
1,2267919,semi permanen,1
1,7941616,tidak layak,0
4,2799040,semi permanen,1
4,7034744,semi permanen,0
6,9882258,semi permanen,0
7,4743639,sangat sederhana,1
7,1642566,sangat sederhana,1
6,5224868,sangat sederhana,1
1,6410048,semi permanen,0
6,8185304,tidak layak,0
1,8885442,tidak layak,0
1,7253049,layak,0
8,4870112,sangat sederhana,1
7,3907347,semi permanen,1
1,4669217,tidak layak,1
0,8637565,sangat sederhana,0
1,7921963,tidak layak,0
2,4022932,semi permanen,1
4,1568612,sangat sederhana,1
8,1412521,semi permanen,1
7,1218513,layak,1
9,3901864,semi permanen,1
8,5399827,semi permanen,1
2,3156192,layak,0
2,1038281,sangat sederhana,1
6,4240964,tidak layak,1
3,8464627,semi permanen,0
9,6560324,semi permanen,0
4,1977314,sangat sederhana,1
3,6069569,tidak layak,0
6,4162618,sangat sederhana,1
1,3083034,semi permanen,1
7,8727711,tidak layak,0
0,2680331,tidak layak,1
0,5471649,sangat sederhana,0
0,4477317,semi permanen,1
3,8559783,layak,0
5,3424800,semi permanen,1
0,4909150,tidak layak,1
4,1117381,semi permanen,1
1,8016088,semi permanen,0
3,1314313,sangat sederhana,1
0,7400506,sangat sederhana,0
2,3724130,tidak layak,1
5,7765872,layak,0
3,5606095,sangat sederhana,0
7,5424997,layak,1
7,2929004,sangat sederhana,1
2,6377300,tidak layak,0
6,4058908,semi permanen,1
3,7024788,layak,0
4,2784338,sangat sederhana,1
6,8392987,tidak layak,0
8,2553056,sangat sederhana,1
7,8060263,sangat sederhana,0
5,9761620,sangat sederhana,0
4,3681144,tidak layak,1
5,6582340,sangat sederhana,0
9,6375176,sangat sederhana,0
0,9497180,sangat sederhana,0
7,1636726,semi permanen,1
9,4309492,tidak layak,1
7,2910718,semi permanen,1
1,4227134,tidak layak,1
3,4403202,sangat sederhana,1
3,9249764,layak,0
7,5980258,layak,1
8,5797757,tidak layak,1
7,2043507,sangat sederhana,1
2,5266139,layak,0
5,3894797,tidak layak,1
7,1498230,tidak layak,1
0,6733194,layak,0
8,1220412,sangat sederhana,1
8,3182979,sangat sederhana,1
0,3543669,sangat sederhana,1
1,1461537,layak,0
0,3289849,layak,0
1,5142840,sangat sederhana,0
5,3858285,semi permanen,1
3,1011422,semi permanen,1
4,1748379,layak,0
5,2613571,semi permanen,1
6,4921971,tidak layak,1
3,6275818,sangat sederhana,0
4,9330676,layak,0
8,2263252,sangat sederhana,1
3,8448968,semi permanen,0
8,4095463,tidak layak,1
6,8218385,sangat sederhana,0
5,3165352,semi permanen,1
0,8038728,sangat sederhana,0
0,6763690,tidak layak,0
9,2759235,layak,1
5,5666485,sangat sederhana,1
3,9903217,sangat sederhana,0
2,9614792,tidak layak,0
9,1800920,tidak layak,1
8,9315288,layak,0
8,7804205,tidak layak,0
0,3339951,tidak layak,1
6,2955516,sangat sederhana,1
6,8608514,semi permanen,0
3,2873046,layak,0
0,3569263,layak,0
9,1280172,sangat sederhana,1
8,9202750,semi permanen,0
7,5893198,layak,1
3,1941136,layak,0
8,5034507,sangat sederhana,1
2,9036877,semi permanen,0
8,2995477,tidak layak,1
3,9755016,sangat sederhana,0
6,2505001,layak,1
2,4021950,sangat sederhana,1
8,4110574,sangat sederhana,1
0,2004820,layak,0
1,3027238,tidak layak,1
0,1566174,sangat sederhana,1
5,6500761,sangat sederhana,0
0,9816805,layak,0
4,1572612,sangat sederhana,1
0,2174765,tidak layak,1
2,6002041,tidak layak,0
2,1238229,layak,0
3,4702493,layak,0
5,7377922,tidak layak,0
8,6376499,sangat sederhana,0
8,7120783,layak,0
3,2206011,layak,0
3,9748436,semi permanen,0
2,9495996,layak,0
1,4646802,tidak layak,1
7,8200114,sangat sederhana,0
5,7655727,semi permanen,0
5,3150145,sangat sederhana,1
0,9265477,layak,0
0,9834262,tidak layak,0
3,5583773,layak,0
6,9632851,semi permanen,0
1,4174860,tidak layak,1
3,9048506,sangat sederhana,0
7,6903053,tidak layak,0
0,1703171,layak,0
4,4949651,tidak layak,1
9,5938002,layak,1
1,4370063,sangat sederhana,1
5,2907286,sangat sederhana,1
3,1029291,semi permanen,1
9,4808794,layak,1
9,5290106,sangat sederhana,1
5,7701988,sangat sederhana,0
8,2825584,tidak layak,1
9,3578118,sangat sederhana,1
6,3489738,semi permanen,1
0,2975070,layak,0
0,7435606,sangat sederhana,0
6,3687126,layak,1
8,5817863,sangat sederhana,1
5,5103608,layak,1
3,2138607,tidak layak,1
7,1060968,semi permanen,1
9,1911715,tidak layak,1
6,8129431,semi permanen,0
9,7412496,sangat sederhana,0
6,6527779,semi permanen,0
9,3365471,sangat sederhana,1
1,4970388,layak,0
5,5380837,layak,1
4,1677851,layak,0
4,6828782,tidak layak,0
6,6770051,tidak layak,0
3,1459144,semi permanen,1
1,3940460,sangat sederhana,1
9,3680204,semi permanen,1
2,2224062,layak,0
8,3963186,tidak layak,1
6,8452679,semi permanen,0
8,6507966,tidak layak,0
6,4851943,layak,1
8,5737643,layak,1
8,4920580,sangat sederhana,1
1,2470978,tidak layak,1
5,4884288,sangat sederhana,1
7,9759213,sangat sederhana,0
6,5373104,layak,1
6,4605849,sangat sederhana,1
7,5224936,layak,1
8,8197335,sangat sederhana,0
5,7695337,tidak layak,0
2,8546821,tidak layak,0
6,8275140,semi permanen,0
2,6723995,sangat sederhana,0
0,8820819,semi permanen,0
3,2988542,layak,0
8,5701244,sangat sederhana,1
9,4259517,layak,1
7,1502456,tidak layak,1
5,5971852,semi permanen,1
7,5665295,layak,1
1,9831814,layak,0
4,3331124,semi permanen,1
9,9626681,layak,0
9,4248761,tidak layak,1
5,7991995,sangat sederhana,0
0,4218261,tidak layak,1
5,4821955,semi permanen,1
8,4165938,layak,1
9,6320319,semi permanen,0
1,9055659,layak,0
3,7966362,layak,0
2,7152359,sangat sederhana,0
1,2948911,layak,0
9,3499232,sangat sederhana,1
5,4069342,layak,1
