umur,status_pekerjaan,status_pernikahan,layak_subsidi
28,buruh,belum menikah,0
64,pns,duda,0
44,pengangguran,cerai,0
71,pegawai tetap,duda,0
70,karyawan tetap,cerai,0
35,pengangguran,janda,0
38,karyawan tetap,menikah,0
46,pegawai tetap,duda,0
30,buruh,cerai,0
56,wirausaha,duda,1
66,pns,duda,0
47,pns,duda,0
79,pegawai tetap,belum menikah,0
47,pengangguran,janda,0
33,pengangguran,menikah,0
62,pegawai tetap,janda,0
19,pegawai tetap,janda,0
18,pengangguran,menikah,0
58,pns,belum menikah,0
26,karyawan tetap,duda,0
19,pns,menikah,0
56,pns,cerai,0
38,karyawan tetap,janda,0
51,wirausaha,duda,0
64,wirausaha,duda,1
45,pns,janda,0
66,karyawan tetap,menikah,0
44,pegawai tetap,duda,0
18,wirausaha,duda,0
36,wirausaha,janda,0
34,pengangguran,janda,0
44,buruh,cerai,0
42,karyawan tetap,duda,0
69,pengangguran,janda,1
73,wirausaha,menikah,0
65,wirausaha,janda,1
53,pegawai tetap,belum menikah,0
66,pekerja informal,duda,1
42,karyawan tetap,menikah,0
65,karyawan tetap,duda,0
73,buruh,janda,1
64,wirausaha,janda,1
60,pekerja informal,janda,0
37,karyawan tetap,cerai,0
79,karyawan tetap,belum menikah,0
66,pegawai tetap,duda,0
25,karyawan tetap,cerai,0
45,pengangguran,duda,0
65,pegawai tetap,duda,0
33,pns,duda,0
32,pns,duda,0
65,pekerja informal,cerai,0
25,pengangguran,belum menikah,0
58,pekerja informal,janda,0
21,pekerja informal,menikah,0
26,pns,menikah,0
42,buruh,duda,0
31,pegawai tetap,menikah,0
19,pegawai tetap,janda,0
60,buruh,janda,0
53,pns,cerai,0
52,pengangguran,belum menikah,0
57,pekerja informal,menikah,0
26,karyawan tetap,duda,0
36,karyawan tetap,janda,0
21,pns,cerai,0
78,pengangguran,cerai,1
61,buruh,belum menikah,0
25,pegawai tetap,menikah,0
77,wirausaha,menikah,0
36,pns,duda,0
34,wirausaha,belum menikah,0
39,pekerja informal,cerai,0
69,pengangguran,belum menikah,0
65,pegawai tetap,belum menikah,0
52,karyawan tetap,duda,0
76,pegawai tetap,duda,0
24,pengangguran,menikah,0
38,pekerja informal,belum menikah,0
78,wirausaha,belum menikah,0
30,pengangguran,duda,0
51,buruh,janda,0
76,buruh,janda,1
20,wirausaha,menikah,0
44,wirausaha,menikah,0
42,pns,janda,0
76,wirausaha,cerai,0
40,pengangguran,cerai,0
74,karyawan tetap,cerai,0
46,pns,cerai,0
72,pengangguran,janda,1
43,pekerja informal,belum menikah,0
27,pengangguran,menikah,0
76,pengangguran,menikah,0
35,wirausaha,duda,0
19,karyawan tetap,belum menikah,0
54,pengangguran,duda,0
32,wirausaha,janda,0
50,wirausaha,menikah,0
48,karyawan tetap,menikah,0
38,pegawai tetap,menikah,0
39,pns,menikah,0
62,wirausaha,janda,1
68,pns,menikah,0
79,karyawan tetap,belum menikah,0
48,pegawai tetap,belum menikah,0
36,buruh,duda,0
23,karyawan tetap,cerai,0
34,wirausaha,belum menikah,0
45,pegawai tetap,menikah,0
66,karyawan tetap,janda,0
24,pekerja informal,cerai,0
48,pns,belum menikah,0
64,pekerja informal,janda,0
57,buruh,duda,0
52,pekerja informal,janda,0
54,buruh,duda,0
32,pegawai tetap,janda,0
37,pns,cerai,0
46,pekerja informal,belum menikah,0
66,pns,cerai,0
46,pns,duda,0
49,buruh,belum menikah,0
79,pengangguran,duda,1
30,pegawai tetap,belum menikah,0
78,wirausaha,janda,0
57,buruh,belum menikah,0
72,wirausaha,cerai,0
74,pengangguran,duda,1
77,pns,menikah,0
38,pekerja informal,duda,0
40,pegawai tetap,menikah,0
61,pekerja informal,janda,0
43,wirausaha,belum menikah,0
23,pengangguran,belum menikah,0
60,pegawai tetap,cerai,0
65,pegawai tetap,cerai,0
54,pegawai tetap,belum menikah,0
20,pekerja informal,janda,0
60,buruh,menikah,1
46,karyawan tetap,janda,0
64,pegawai tetap,belum menikah,0
56,buruh,menikah,1
64,buruh,belum menikah,0
71,pekerja informal,cerai,1
30,buruh,janda,0
22,wirausaha,belum menikah,0
22,buruh,menikah,0
58,pengangguran,menikah,0
57,wirausaha,cerai,1
61,wirausaha,menikah,0
36,karyawan tetap,menikah,0
24,pegawai tetap,duda,0
59,buruh,janda,0
77,wirausaha,janda,0
23,buruh,menikah,0
65,pengangguran,menikah,0
62,buruh,janda,0
64,pns,janda,0
67,pekerja informal,cerai,1
77,pns,menikah,0
18,buruh,cerai,0
24,pengangguran,menikah,0
61,pekerja informal,janda,0
61,karyawan tetap,duda,0
51,pekerja informal,cerai,0
41,pengangguran,janda,0
66,karyawan tetap,duda,0
36,wirausaha,janda,0
70,buruh,janda,1
35,buruh,janda,0
65,pengangguran,janda,0
73,wirausaha,janda,0
76,buruh,belum menikah,0
78,pekerja informal,janda,1
55,pekerja informal,duda,0
39,pekerja informal,janda,0
41,pengangguran,menikah,0
64,buruh,belum menikah,0
29,pegawai tetap,cerai,0
79,pekerja informal,janda,1
70,pengangguran,menikah,0
66,pekerja informal,cerai,1
26,pekerja informal,belum menikah,0
39,wirausaha,duda,0
19,buruh,menikah,0
22,buruh,belum menikah,0
33,pegawai tetap,duda,0
21,pekerja informal,menikah,0
34,karyawan tetap,duda,0
44,wirausaha,cerai,0
18,pekerja informal,cerai,0
52,pekerja informal,janda,0
52,pekerja informal,menikah,0
43,pekerja informal,janda,0
69,pengangguran,janda,1
48,karyawan tetap,cerai,0
38,pns,belum menikah,0
46,wirausaha,cerai,0
58,wirausaha,menikah,0
57,wirausaha,duda,1
30,wirausaha,duda,0
69,wirausaha,cerai,0
67,pekerja informal,belum menikah,0
51,wirausaha,menikah,0
39,karyawan tetap,menikah,0
48,wirausaha,cerai,0
77,pns,belum menikah,0
22,wirausaha,belum menikah,0
58,pns,belum menikah,0
65,pegawai tetap,cerai,0
23,buruh,janda,0
56,pekerja informal,menikah,0
24,pengangguran,duda,0
47,buruh,belum menikah,0
47,karyawan tetap,cerai,0
30,pegawai tetap,janda,0
30,pns,cerai,0
44,pns,belum menikah,0
57,pns,belum menikah,0
28,wirausaha,belum menikah,0
44,pengangguran,cerai,0
32,pekerja informal,janda,0
32,karyawan tetap,duda,0
19,pengangguran,cerai,0
34,buruh,cerai,0
54,pengangguran,duda,0
38,pengangguran,menikah,0
34,pns,janda,0
36,pns,duda,0
51,pengangguran,cerai,0
37,buruh,janda,0
27,pengangguran,menikah,0
47,pengangguran,belum menikah,0
35,pegawai tetap,duda,0
31,karyawan tetap,cerai,0
60,pengangguran,belum menikah,0
21,pengangguran,belum menikah,0
78,buruh,menikah,0
56,wirausaha,belum menikah,1
48,pegawai tetap,menikah,0
21,buruh,duda,0
61,pengangguran,cerai,0
20,pengangguran,cerai,0
40,pengangguran,menikah,0
21,pegawai tetap,menikah,0
79,pengangguran,belum menikah,0
74,pekerja informal,belum menikah,0
56,buruh,menikah,1
18,pekerja informal,belum menikah,0
65,pns,belum menikah,0
46,pns,menikah,0
66,karyawan tetap,duda,0
69,buruh,janda,1
58,pegawai tetap,menikah,0
22,pns,menikah,0
55,pekerja informal,janda,0
74,buruh,belum menikah,0
18,karyawan tetap,cerai,0
56,pegawai tetap,belum menikah,0
44,pegawai tetap,duda,0
55,pekerja informal,janda,0
65,pengangguran,menikah,0
31,pengangguran,duda,0
30,pengangguran,belum menikah,0
70,pns,belum menikah,0
72,pegawai tetap,menikah,0
52,pekerja informal,janda,0
24,pns,duda,0
67,karyawan tetap,menikah,0
21,pengangguran,menikah,0
52,buruh,janda,0
46,buruh,menikah,1
21,karyawan tetap,duda,0
72,pekerja informal,duda,1
24,pekerja informal,menikah,0
57,karyawan tetap,belum menikah,0
67,pekerja informal,duda,1
70,pegawai tetap,belum menikah,0
20,pengangguran,duda,0
60,pekerja informal,menikah,0
48,pns,janda,0
66,pekerja informal,menikah,0
21,karyawan tetap,belum menikah,0
70,pengangguran,belum menikah,0
34,pns,cerai,0
67,pekerja informal,janda,1
75,pengangguran,cerai,1
50,pekerja informal,belum menikah,0
69,buruh,menikah,0
24,karyawan tetap,duda,0
72,wirausaha,cerai,0
34,wirausaha,cerai,0
74,wirausaha,menikah,0
78,pegawai tetap,cerai,0
41,buruh,menikah,1
67,pekerja informal,janda,1
67,karyawan tetap,janda,0
62,karyawan tetap,cerai,0
32,pegawai tetap,menikah,0
60,wirausaha,cerai,1
23,pekerja informal,duda,0
46,wirausaha,janda,0
20,pegawai tetap,belum menikah,0
33,pengangguran,duda,0
33,wirausaha,cerai,0
31,karyawan tetap,duda,0
42,pns,cerai,0
28,buruh,menikah,0
18,pegawai tetap,menikah,0
24,pegawai tetap,duda,0
41,karyawan tetap,cerai,0
39,pengangguran,duda,0
67,pekerja informal,cerai,1
21,pegawai tetap,menikah,0
21,pekerja informal,duda,0
78,wirausaha,cerai,0
79,pengangguran,belum menikah,0
79,pns,janda,0
42,wirausaha,janda,0
41,pegawai tetap,janda,0
23,buruh,duda,0
66,pns,duda,0
32,pengangguran,menikah,0
48,pns,duda,0
25,pekerja informal,janda,0
62,pengangguran,belum menikah,0
78,pegawai tetap,cerai,0
25,buruh,janda,0
65,pekerja informal,cerai,0
51,pekerja informal,janda,0
60,buruh,menikah,1
72,karyawan tetap,belum menikah,0
43,buruh,cerai,0
55,karyawan tetap,duda,0
39,pengangguran,belum menikah,0
39,pengangguran,cerai,0
48,wirausaha,belum menikah,0
34,pegawai tetap,menikah,0
30,buruh,belum menikah,0
27,pengangguran,cerai,0
72,wirausaha,janda,0
59,pekerja informal,janda,0
78,pns,cerai,0
79,pekerja informal,cerai,1
38,buruh,duda,0
55,pengangguran,belum menikah,0
64,pekerja informal,menikah,0
73,wirausaha,janda,0
69,buruh,belum menikah,0
26,pengangguran,belum menikah,0
38,pengangguran,belum menikah,0
44,buruh,belum menikah,0
41,wirausaha,duda,0
53,buruh,cerai,0
71,pengangguran,cerai,1
75,wirausaha,janda,0
42,pegawai tetap,duda,0
36,buruh,belum menikah,0
53,pns,duda,0
60,pengangguran,belum menikah,0
55,pegawai tetap,belum menikah,0
26,karyawan tetap,duda,0
40,pengangguran,janda,0
23,buruh,janda,0
69,buruh,janda,1
53,buruh,janda,0
59,pengangguran,menikah,0
73,pengangguran,janda,1
40,pengangguran,cerai,0
61,pegawai tetap,janda,0
48,pegawai tetap,duda,0
24,pekerja informal,belum menikah,0
32,pekerja informal,janda,0
54,buruh,duda,0
76,pegawai tetap,duda,0
63,pns,menikah,0
62,pekerja informal,menikah,0
66,karyawan tetap,cerai,0
50,pegawai tetap,duda,0
47,buruh,janda,0
61,pns,belum menikah,0
57,pegawai tetap,menikah,0
25,wirausaha,cerai,0
31,pns,janda,0
18,karyawan tetap,belum menikah,0
19,pekerja informal,belum menikah,0
63,wirausaha,belum menikah,1
35,pegawai tetap,janda,0
66,pegawai tetap,belum menikah,0
27,karyawan tetap,belum menikah,0
69,pengangguran,menikah,0
22,pns,janda,0
29,pegawai tetap,belum menikah,0
52,buruh,belum menikah,0
75,karyawan tetap,janda,0
71,pekerja informal,duda,1
50,karyawan tetap,janda,0
51,wirausaha,menikah,0
78,pns,duda,0
35,pengangguran,menikah,0
75,pns,menikah,0
36,karyawan tetap,duda,0
22,pegawai tetap,duda,0
54,pns,menikah,0
35,karyawan tetap,janda,0
74,pns,janda,0
31,pekerja informal,janda,0
67,pekerja informal,cerai,1
36,pengangguran,belum menikah,0
67,pengangguran,menikah,0
44,pns,janda,0
72,pekerja informal,janda,1
71,pegawai tetap,menikah,0
59,pegawai tetap,duda,0
51,wirausaha,belum menikah,0
74,pekerja informal,janda,1
67,pegawai tetap,janda,0
77,pns,duda,0
27,pengangguran,cerai,0
75,pns,belum menikah,0
56,wirausaha,cerai,1
18,pns,menikah,0
23,pekerja informal,cerai,0
53,buruh,cerai,0
53,pekerja informal,duda,0
32,pekerja informal,menikah,0
51,buruh,belum menikah,0
64,pns,menikah,0
33,pegawai tetap,belum menikah,0
41,pegawai tetap,duda,0
60,wirausaha,menikah,0
71,karyawan tetap,belum menikah,0
79,pengangguran,cerai,1
76,pns,menikah,0
31,pekerja informal,janda,0
74,pns,belum menikah,0
36,pegawai tetap,menikah,0
70,pengangguran,janda,1
50,pengangguran,belum menikah,0
18,wirausaha,duda,0
42,wirausaha,belum menikah,0
20,buruh,menikah,0
25,buruh,duda,0
28,pengangguran,belum menikah,0
31,karyawan tetap,belum menikah,0
36,karyawan tetap,duda,0
74,pekerja informal,duda,1
65,buruh,duda,0
58,pegawai tetap,menikah,0
20,wirausaha,duda,0
28,pekerja informal,belum menikah,0
43,wirausaha,janda,0
32,pegawai tetap,belum menikah,0
76,karyawan tetap,belum menikah,0
28,pekerja informal,belum menikah,0
61,pekerja informal,belum menikah,0
22,pengangguran,belum menikah,0
36,karyawan tetap,belum menikah,0
52,karyawan tetap,menikah,0
35,pegawai tetap,belum menikah,0
26,pegawai tetap,belum menikah,0
66,pns,belum menikah,0
73,pegawai tetap,menikah,0
36,buruh,belum menikah,0
51,pengangguran,janda,0
20,pns,duda,0
21,wirausaha,duda,0
32,pegawai tetap,belum menikah,0
51,pegawai tetap,cerai,0
25,pns,cerai,0
54,pengangguran,janda,0
73,buruh,cerai,1
52,pengangguran,cerai,0
78,pegawai tetap,cerai,0
71,pns,menikah,0
56,pegawai tetap,cerai,0
65,pegawai tetap,janda,0
56,wirausaha,belum menikah,1
61,pengangguran,belum menikah,0
76,pekerja informal,janda,1
74,pns,belum menikah,0
53,wirausaha,duda,0
32,karyawan tetap,cerai,0
61,pegawai tetap,belum menikah,0
54,buruh,menikah,1
79,buruh,belum menikah,0
39,wirausaha,janda,0
37,karyawan tetap,cerai,0
78,wirausaha,duda,0
36,buruh,cerai,0
37,buruh,belum menikah,0
67,buruh,duda,1
33,pekerja informal,menikah,0
23,wirausaha,janda,0
49,pegawai tetap,belum menikah,0
68,wirausaha,belum menikah,0
25,pns,duda,0
47,karyawan tetap,cerai,0
65,wirausaha,belum menikah,1
20,wirausaha,belum menikah,0
43,pegawai tetap,duda,0
60,wirausaha,menikah,0
72,pns,belum menikah,0
25,wirausaha,janda,0
30,pekerja informal,belum menikah,0
57,pekerja informal,janda,0
32,pns,menikah,0
46,pns,menikah,0
21,wirausaha,menikah,0
79,pekerja informal,belum menikah,0
70,buruh,belum menikah,0
59,pegawai tetap,menikah,0
20,pengangguran,cerai,0
60,pns,belum menikah,0
33,pekerja informal,duda,0
49,pekerja informal,janda,0
34,karyawan tetap,belum menikah,0
64,pengangguran,duda,0
52,wirausaha,duda,0
24,pekerja informal,janda,0
65,pengangguran,janda,0
51,karyawan tetap,belum menikah,0
43,wirausaha,janda,0
28,buruh,cerai,0
73,pekerja informal,menikah,0
73,pekerja informal,duda,1
18,karyawan tetap,menikah,0
51,pekerja informal,cerai,0
45,pns,menikah,0
63,pns,duda,0
26,karyawan tetap,cerai,0
31,karyawan tetap,janda,0
39,wirausaha,duda,0
46,buruh,menikah,1
36,pns,duda,0
61,pegawai tetap,menikah,0
20,karyawan tetap,cerai,0
51,buruh,menikah,1
73,wirausaha,cerai,0
28,pegawai tetap,cerai,0
22,wirausaha,janda,0
47,pegawai tetap,janda,0
76,buruh,menikah,0
76,pekerja informal,janda,1
29,pekerja informal,belum menikah,0
30,pns,belum menikah,0
29,buruh,janda,0
62,buruh,belum menikah,0
46,pegawai tetap,cerai,0
18,wirausaha,cerai,0
56,pns,duda,0
49,pns,cerai,0
35,buruh,janda,0
43,buruh,janda,0
64,wirausaha,belum menikah,1
69,buruh,janda,1
49,pekerja informal,janda,0
63,pekerja informal,cerai,0
27,buruh,cerai,0
52,pns,belum menikah,0
31,wirausaha,menikah,0
46,pns,menikah,0
40,pns,menikah,0
42,pengangguran,menikah,0
68,wirausaha,cerai,0
68,wirausaha,duda,0
42,pengangguran,cerai,0
61,pekerja informal,menikah,0
51,pekerja informal,belum menikah,0
59,wirausaha,belum menikah,1
51,pegawai tetap,duda,0
19,pns,janda,0
68,pegawai tetap,cerai,0
34,wirausaha,janda,0
38,wirausaha,duda,0
44,pengangguran,janda,0
51,pns,belum menikah,0
18,karyawan tetap,janda,0
41,karyawan tetap,belum menikah,0
67,pengangguran,menikah,0
69,pegawai tetap,belum menikah,0
26,pns,janda,0
25,pns,janda,0
66,buruh,menikah,0
52,pengangguran,belum menikah,0
40,pns,janda,0
32,buruh,duda,0
30,pengangguran,cerai,0
27,pengangguran,belum menikah,0
77,pengangguran,duda,1
38,buruh,cerai,0
71,pekerja informal,cerai,1
39,pns,duda,0
28,pns,menikah,0
65,pns,belum menikah,0
60,pegawai tetap,belum menikah,0
19,pegawai tetap,belum menikah,0
24,karyawan tetap,cerai,0
60,pengangguran,belum menikah,0
40,pegawai tetap,janda,0
57,buruh,janda,0
76,pegawai tetap,cerai,0
28,pegawai tetap,cerai,0
64,karyawan tetap,belum menikah,0
20,wirausaha,menikah,0
61,pegawai tetap,cerai,0
62,pns,janda,0
61,pns,janda,0
47,pekerja informal,menikah,0
76,pegawai tetap,belum menikah,0
55,wirausaha,duda,1
63,karyawan tetap,cerai,0
62,pns,duda,0
25,pegawai tetap,janda,0
59,buruh,belum menikah,0
63,buruh,menikah,0
73,buruh,janda,1
48,wirausaha,menikah,0
31,pegawai tetap,belum menikah,0
35,pns,duda,0
36,pengangguran,janda,0
77,pns,menikah,0
69,buruh,cerai,1
67,buruh,cerai,1
39,pegawai tetap,duda,0
61,buruh,cerai,0
38,pengangguran,menikah,0
70,buruh,duda,1
47,buruh,menikah,1
36,pekerja informal,cerai,0
40,karyawan tetap,cerai,0
18,buruh,janda,0
55,wirausaha,duda,1
79,pengangguran,menikah,0
21,karyawan tetap,menikah,0
51,pekerja informal,janda,0
62,pekerja informal,duda,0
27,karyawan tetap,janda,0
19,buruh,belum menikah,0
21,wirausaha,janda,0
74,pegawai tetap,duda,0
38,buruh,belum menikah,0
47,pegawai tetap,menikah,0
43,wirausaha,duda,0
27,wirausaha,belum menikah,0
70,pekerja informal,cerai,1
20,pekerja informal,menikah,0
27,pekerja informal,cerai,0
48,pengangguran,cerai,0
51,wirausaha,menikah,0
36,pekerja informal,janda,0
43,karyawan tetap,belum menikah,0
18,wirausaha,cerai,0
66,buruh,duda,1
56,karyawan tetap,menikah,0
22,pengangguran,belum menikah,0
63,pekerja informal,menikah,0
49,pns,menikah,0
18,wirausaha,duda,0
50,karyawan tetap,menikah,0
50,wirausaha,cerai,0
43,pns,duda,0
42,wirausaha,menikah,0
44,pns,belum menikah,0
60,pengangguran,cerai,0
24,pegawai tetap,duda,0
78,karyawan tetap,cerai,0
30,pekerja informal,cerai,0
76,buruh,cerai,1
33,pekerja informal,belum menikah,0
21,pns,janda,0
73,pekerja informal,janda,1
45,pegawai tetap,cerai,0
42,buruh,cerai,0
67,wirausaha,cerai,0
29,pegawai tetap,menikah,0
58,pegawai tetap,janda,0
70,pekerja informal,cerai,1
49,pekerja informal,duda,0
25,pengangguran,cerai,0
76,pegawai tetap,menikah,0
60,pns,duda,0
72,buruh,menikah,0
57,wirausaha,janda,1
34,pns,janda,0
55,pengangguran,duda,0
48,karyawan tetap,cerai,0
76,karyawan tetap,menikah,0
54,karyawan tetap,janda,0
57,pengangguran,menikah,0
26,pekerja informal,belum menikah,0
25,pekerja informal,belum menikah,0
41,karyawan tetap,janda,0
50,pengangguran,menikah,0
28,wirausaha,cerai,0
18,karyawan tetap,belum menikah,0
51,pns,duda,0
52,pegawai tetap,janda,0
78,wirausaha,cerai,0
34,pegawai tetap,janda,0
51,karyawan tetap,belum menikah,0
69,pekerja informal,duda,1
27,buruh,menikah,0
52,pegawai tetap,duda,0
70,wirausaha,cerai,0
77,pegawai tetap,menikah,0
51,pekerja informal,belum menikah,0
46,buruh,janda,0
45,wirausaha,janda,0
18,pegawai tetap,belum menikah,0
68,pengangguran,menikah,0
49,pns,belum menikah,0
26,pegawai tetap,duda,0
63,pengangguran,cerai,0
61,pekerja informal,janda,0
67,karyawan tetap,duda,0
76,pengangguran,cerai,1
22,buruh,belum menikah,0
31,pegawai tetap,menikah,0
51,wirausaha,duda,0
58,karyawan tetap,janda,0
74,pegawai tetap,janda,0
28,karyawan tetap,menikah,0
42,pegawai tetap,duda,0
67,pegawai tetap,janda,0
62,pekerja informal,menikah,0
56,pegawai tetap,janda,0
55,buruh,janda,0
65,karyawan tetap,duda,0
43,wirausaha,duda,0
51,pekerja informal,menikah,0
39,pengangguran,menikah,0
30,pekerja informal,duda,0
38,pns,janda,0
53,buruh,duda,0
61,pegawai tetap,duda,0
42,wirausaha,janda,0
59,pekerja informal,cerai,0
36,buruh,menikah,0
71,buruh,duda,1
54,wirausaha,janda,0
35,wirausaha,belum menikah,0
35,karyawan tetap,belum menikah,0
64,pns,duda,0
31,wirausaha,duda,0
74,pekerja informal,janda,1
78,pekerja informal,duda,1
44,pns,cerai,0
46,pengangguran,duda,0
22,buruh,cerai,0
56,pengangguran,menikah,0
20,pegawai tetap,belum menikah,0
52,pengangguran,duda,0
54,buruh,cerai,0
28,pns,cerai,0
77,pegawai tetap,cerai,0
25,buruh,duda,0
79,wirausaha,janda,0
65,buruh,belum menikah,0
43,buruh,menikah,1
64,pengangguran,menikah,0
58,buruh,janda,0
32,karyawan tetap,cerai,0
35,buruh,menikah,0
36,buruh,cerai,0
43,pegawai tetap,duda,0
20,pns,duda,0
23,pengangguran,menikah,0
44,pengangguran,belum menikah,0
36,buruh,duda,0
69,pegawai tetap,belum menikah,0
27,pengangguran,duda,0
66,pns,menikah,0
64,wirausaha,duda,1
44,pekerja informal,duda,0
45,pekerja informal,janda,0
67,buruh,belum menikah,0
61,pns,duda,0
43,pekerja informal,belum menikah,0
54,pengangguran,belum menikah,0
41,pengangguran,janda,0
42,pegawai tetap,menikah,0
43,pekerja informal,cerai,0
53,pengangguran,cerai,0
47,pekerja informal,janda,0
50,pengangguran,cerai,0
55,pengangguran,belum menikah,0
76,pengangguran,belum menikah,0
56,wirausaha,janda,1
19,pns,cerai,0
35,pengangguran,janda,0
24,pekerja informal,menikah,0
50,pegawai tetap,belum menikah,0
71,pekerja informal,cerai,1
56,pns,duda,0
78,buruh,belum menikah,0
18,karyawan tetap,janda,0
66,pekerja informal,cerai,1
53,pekerja informal,cerai,0
48,wirausaha,menikah,0
66,pegawai tetap,janda,0
60,pekerja informal,belum menikah,0
33,pekerja informal,belum menikah,0
71,pegawai tetap,duda,0
36,pns,belum menikah,0
68,pekerja informal,menikah,0
77,pekerja informal,janda,1
22,pekerja informal,belum menikah,0
29,karyawan tetap,janda,0
31,karyawan tetap,duda,0
36,pns,duda,0
35,buruh,belum menikah,0
46,buruh,cerai,0
59,pengangguran,cerai,0
54,karyawan tetap,duda,0
62,pns,duda,0
26,pns,cerai,0
22,wirausaha,menikah,0
51,pekerja informal,menikah,0
54,pns,cerai,0
55,pns,cerai,0
58,pekerja informal,janda,0
68,wirausaha,cerai,0
22,karyawan tetap,janda,0
55,pns,janda,0
29,wirausaha,cerai,0
28,pekerja informal,belum menikah,0
43,buruh,duda,0
38,buruh,duda,0
32,wirausaha,cerai,0
55,pns,menikah,0
64,pengangguran,cerai,0
77,pegawai tetap,duda,0
32,pekerja informal,menikah,0
50,pegawai tetap,belum menikah,0
34,karyawan tetap,cerai,0
65,pekerja informal,janda,0
58,buruh,janda,0
20,karyawan tetap,menikah,0
67,pegawai tetap,janda,0
35,wirausaha,janda,0
46,wirausaha,menikah,0
48,pekerja informal,janda,0
50,pekerja informal,cerai,0
73,pegawai tetap,janda,0
62,pekerja informal,duda,0
59,karyawan tetap,janda,0
54,karyawan tetap,duda,0
37,pekerja informal,belum menikah,0
33,karyawan tetap,menikah,0
54,pns,duda,0
19,pengangguran,janda,0
65,pegawai tetap,menikah,0
78,pns,duda,0
54,pengangguran,menikah,0
78,pengangguran,belum menikah,0
70,pns,duda,0
79,pengangguran,menikah,0
24,pengangguran,belum menikah,0
65,karyawan tetap,belum menikah,0
31,pengangguran,cerai,0
19,buruh,janda,0
30,pekerja informal,cerai,0
27,wirausaha,cerai,0
18,pengangguran,duda,0
